name,full_name,stars,forks,watchers,commits,forks_url,watchers_url,created_at,open_issues,size,age,language_Assembly,language_C,language_C#,language_C++,language_CSS,language_Classic ASP,language_Clojure,language_CoffeeScript,language_Common Lisp,language_DIGITAL Command Language,language_Dart,language_Elixir,language_Emacs Lisp,language_GDScript,language_Go,language_Groovy,language_HLSL,language_HTML,language_Handlebars,language_IDL,language_JSON,language_Java,language_JavaScript,language_Julia,language_Jupyter Notebook,language_Kotlin,language_LLVM,language_Lua,language_Mercury,language_Objective-C,language_PHP,language_PowerShell,language_Pug,language_Python,language_Rich Text Format,language_Ruby,language_Rust,language_SCSS,language_SVG,language_Scala,language_Scheme,language_ShaderLab,language_Shell,language_Swift,language_TeX,language_TypeScript,language_Vala,language_Vim Script,language_Vim Snippet,language_Vim script,language_Vue
tale,otale/tale,4837,1538,4837,https://api.github.com/repos/otale/tale/commits{/sha},https://api.github.com/repos/otale/tale/forks,https://api.github.com/repos/otale/tale/subscribers,2017-02-24 11:15:00+00:00,98,27785,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shiro-example,zhangkaitao/shiro-example,4837,4000,4837,https://api.github.com/repos/zhangkaitao/shiro-example/commits{/sha},https://api.github.com/repos/zhangkaitao/shiro-example/forks,https://api.github.com/repos/zhangkaitao/shiro-example/subscribers,2014-01-26 04:19:18+00:00,36,2302,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ai-deadlines,paperswithcode/ai-deadlines,4837,813,4837,https://api.github.com/repos/paperswithcode/ai-deadlines/commits{/sha},https://api.github.com/repos/paperswithcode/ai-deadlines/forks,https://api.github.com/repos/paperswithcode/ai-deadlines/subscribers,2016-11-18 23:11:12+00:00,16,1470,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-console-services,chubin/awesome-console-services,4836,311,4836,https://api.github.com/repos/chubin/awesome-console-services/commits{/sha},https://api.github.com/repos/chubin/awesome-console-services/forks,https://api.github.com/repos/chubin/awesome-console-services/subscribers,2017-03-17 12:35:26+00:00,11,195,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
janusgraph,JanusGraph/janusgraph,4836,1125,4836,https://api.github.com/repos/JanusGraph/janusgraph/commits{/sha},https://api.github.com/repos/JanusGraph/janusgraph/forks,https://api.github.com/repos/JanusGraph/janusgraph/subscribers,2016-12-26 13:26:29+00:00,495,59013,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opentsdb,OpenTSDB/opentsdb,4835,1261,4835,https://api.github.com/repos/OpenTSDB/opentsdb/commits{/sha},https://api.github.com/repos/OpenTSDB/opentsdb/forks,https://api.github.com/repos/OpenTSDB/opentsdb/subscribers,2010-08-27 02:05:20+00:00,528,41389,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemon-cleaner,Tencent/lemon-cleaner,4834,698,4834,https://api.github.com/repos/Tencent/lemon-cleaner/commits{/sha},https://api.github.com/repos/Tencent/lemon-cleaner/forks,https://api.github.com/repos/Tencent/lemon-cleaner/subscribers,2022-07-12 09:23:14+00:00,20,21550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magpie,Blinue/Magpie,4833,386,4833,https://api.github.com/repos/Blinue/Magpie/commits{/sha},https://api.github.com/repos/Blinue/Magpie/forks,https://api.github.com/repos/Blinue/Magpie/subscribers,2021-02-20 13:25:29+00:00,47,20557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swashbuckle.AspNetCore,domaindrivendev/Swashbuckle.AspNetCore,4833,1203,4833,https://api.github.com/repos/domaindrivendev/Swashbuckle.AspNetCore/commits{/sha},https://api.github.com/repos/domaindrivendev/Swashbuckle.AspNetCore/forks,https://api.github.com/repos/domaindrivendev/Swashbuckle.AspNetCore/subscribers,2015-03-16 05:49:00+00:00,506,4480,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShellClash,juewuy/ShellClash,4833,625,4833,https://api.github.com/repos/juewuy/ShellClash/commits{/sha},https://api.github.com/repos/juewuy/ShellClash/forks,https://api.github.com/repos/juewuy/ShellClash/subscribers,2020-07-08 10:55:21+00:00,8,1890478,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
springboot-guide,CodingDocs/springboot-guide,4832,1371,4832,https://api.github.com/repos/CodingDocs/springboot-guide/commits{/sha},https://api.github.com/repos/CodingDocs/springboot-guide/forks,https://api.github.com/repos/CodingDocs/springboot-guide/subscribers,2018-11-28 01:05:07+00:00,14,5354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x11docker,mviereck/x11docker,4832,349,4832,https://api.github.com/repos/mviereck/x11docker/commits{/sha},https://api.github.com/repos/mviereck/x11docker/forks,https://api.github.com/repos/mviereck/x11docker/subscribers,2015-09-24 17:30:18+00:00,23,41000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
earth,cambecc/earth,4831,1076,4831,https://api.github.com/repos/cambecc/earth/commits{/sha},https://api.github.com/repos/cambecc/earth/forks,https://api.github.com/repos/cambecc/earth/subscribers,2013-11-04 10:40:52+00:00,90,53746,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gotenberg,gotenberg/gotenberg,4830,352,4830,https://api.github.com/repos/gotenberg/gotenberg/commits{/sha},https://api.github.com/repos/gotenberg/gotenberg/forks,https://api.github.com/repos/gotenberg/gotenberg/subscribers,2018-03-23 14:05:59+00:00,53,19536,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
php-webdriver,php-webdriver/php-webdriver,4830,845,4830,https://api.github.com/repos/php-webdriver/php-webdriver/commits{/sha},https://api.github.com/repos/php-webdriver/php-webdriver/forks,https://api.github.com/repos/php-webdriver/php-webdriver/subscribers,2011-08-26 05:33:38+00:00,12,8926,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awesome-RxJava,lzyzsd/Awesome-RxJava,4830,892,4830,https://api.github.com/repos/lzyzsd/Awesome-RxJava/commits{/sha},https://api.github.com/repos/lzyzsd/Awesome-RxJava/forks,https://api.github.com/repos/lzyzsd/Awesome-RxJava/subscribers,2015-07-01 02:28:39+00:00,7,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cucumber-js,cucumber/cucumber-js,4827,1086,4827,https://api.github.com/repos/cucumber/cucumber-js/commits{/sha},https://api.github.com/repos/cucumber/cucumber-js/forks,https://api.github.com/repos/cucumber/cucumber-js/subscribers,2011-05-27 21:27:17+00:00,43,28317,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cloud-custodian,cloud-custodian/cloud-custodian,4827,1316,4827,https://api.github.com/repos/cloud-custodian/cloud-custodian/commits{/sha},https://api.github.com/repos/cloud-custodian/cloud-custodian/forks,https://api.github.com/repos/cloud-custodian/cloud-custodian/subscribers,2016-03-01 01:11:20+00:00,1209,126801,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hive,apache/hive,4827,4420,4827,https://api.github.com/repos/apache/hive/commits{/sha},https://api.github.com/repos/apache/hive/forks,https://api.github.com/repos/apache/hive/subscribers,2009-05-21 02:31:01+00:00,96,648235,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mininet,mininet/mininet,4825,1708,4825,https://api.github.com/repos/mininet/mininet/commits{/sha},https://api.github.com/repos/mininet/mininet/forks,https://api.github.com/repos/mininet/mininet/subscribers,2011-04-21 17:46:06+00:00,345,3443,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FastRoute,nikic/FastRoute,4825,425,4825,https://api.github.com/repos/nikic/FastRoute/commits{/sha},https://api.github.com/repos/nikic/FastRoute/forks,https://api.github.com/repos/nikic/FastRoute/subscribers,2014-02-16 23:16:45+00:00,23,264,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linux-kernel-exploits,SecWiki/linux-kernel-exploits,4824,1774,4824,https://api.github.com/repos/SecWiki/linux-kernel-exploits/commits{/sha},https://api.github.com/repos/SecWiki/linux-kernel-exploits/forks,https://api.github.com/repos/SecWiki/linux-kernel-exploits/subscribers,2017-04-25 04:55:23+00:00,1,9163,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al-khaser,LordNoteworthy/al-khaser,4824,1093,4824,https://api.github.com/repos/LordNoteworthy/al-khaser/commits{/sha},https://api.github.com/repos/LordNoteworthy/al-khaser/forks,https://api.github.com/repos/LordNoteworthy/al-khaser/subscribers,2015-11-12 18:35:16+00:00,36,2606,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel-modules,nWidart/laravel-modules,4823,876,4823,https://api.github.com/repos/nWidart/laravel-modules/commits{/sha},https://api.github.com/repos/nWidart/laravel-modules/forks,https://api.github.com/repos/nWidart/laravel-modules/subscribers,2016-06-27 21:01:29+00:00,8,1489,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eloquente-javascript,braziljs/eloquente-javascript,4823,1150,4823,https://api.github.com/repos/braziljs/eloquente-javascript/commits{/sha},https://api.github.com/repos/braziljs/eloquente-javascript/forks,https://api.github.com/repos/braziljs/eloquente-javascript/subscribers,2014-01-03 15:18:01+00:00,32,11884,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angular-realworld-example-app,gothinkster/angular-realworld-example-app,4822,2846,4822,https://api.github.com/repos/gothinkster/angular-realworld-example-app/commits{/sha},https://api.github.com/repos/gothinkster/angular-realworld-example-app/forks,https://api.github.com/repos/gothinkster/angular-realworld-example-app/subscribers,2016-09-22 19:46:14+00:00,12,2155,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
write-good,btford/write-good,4822,213,4822,https://api.github.com/repos/btford/write-good/commits{/sha},https://api.github.com/repos/btford/write-good/forks,https://api.github.com/repos/btford/write-good/subscribers,2014-04-25 00:15:20+00:00,24,412,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kalidokit,yeemachine/kalidokit,4822,607,4822,https://api.github.com/repos/yeemachine/kalidokit/commits{/sha},https://api.github.com/repos/yeemachine/kalidokit/forks,https://api.github.com/repos/yeemachine/kalidokit/subscribers,2021-10-08 03:36:09+00:00,29,15994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
firmware,raspberrypi/firmware,4822,1673,4822,https://api.github.com/repos/raspberrypi/firmware/commits{/sha},https://api.github.com/repos/raspberrypi/firmware/forks,https://api.github.com/repos/raspberrypi/firmware/subscribers,2012-02-27 23:06:53+00:00,375,30354544,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
packer-ng-plugin,mcxiaoke/packer-ng-plugin,4822,866,4822,https://api.github.com/repos/mcxiaoke/packer-ng-plugin/commits{/sha},https://api.github.com/repos/mcxiaoke/packer-ng-plugin/forks,https://api.github.com/repos/mcxiaoke/packer-ng-plugin/subscribers,2015-11-24 04:08:08+00:00,21,1458,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MangoHud,flightlessmango/MangoHud,4820,201,4820,https://api.github.com/repos/flightlessmango/MangoHud/commits{/sha},https://api.github.com/repos/flightlessmango/MangoHud/forks,https://api.github.com/repos/flightlessmango/MangoHud/subscribers,2020-01-28 03:18:11+00:00,193,45041,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucida,claritylab/lucida,4819,904,4819,https://api.github.com/repos/claritylab/lucida/commits{/sha},https://api.github.com/repos/claritylab/lucida/forks,https://api.github.com/repos/claritylab/lucida/subscribers,2014-05-13 17:12:49+00:00,75,1352332,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holehe,megadose/holehe,4818,563,4818,https://api.github.com/repos/megadose/holehe/commits{/sha},https://api.github.com/repos/megadose/holehe/forks,https://api.github.com/repos/megadose/holehe/subscribers,2020-06-25 23:03:02+00:00,8,628,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boring-avatars,boringdesigners/boring-avatars,4818,155,4818,https://api.github.com/repos/boringdesigners/boring-avatars/commits{/sha},https://api.github.com/repos/boringdesigners/boring-avatars/forks,https://api.github.com/repos/boringdesigners/boring-avatars/subscribers,2020-12-23 13:47:36+00:00,2,2962,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnsmasq-china-list,felixonmars/dnsmasq-china-list,4816,747,4816,https://api.github.com/repos/felixonmars/dnsmasq-china-list/commits{/sha},https://api.github.com/repos/felixonmars/dnsmasq-china-list/forks,https://api.github.com/repos/felixonmars/dnsmasq-china-list/subscribers,2013-06-02 03:10:59+00:00,11,236467,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eslint-plugin-import,import-js/eslint-plugin-import,4815,1514,4815,https://api.github.com/repos/import-js/eslint-plugin-import/commits{/sha},https://api.github.com/repos/import-js/eslint-plugin-import/forks,https://api.github.com/repos/import-js/eslint-plugin-import/subscribers,2015-03-15 00:21:57+00:00,555,3744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github-corners,tholman/github-corners,4815,205,4815,https://api.github.com/repos/tholman/github-corners/commits{/sha},https://api.github.com/repos/tholman/github-corners/forks,https://api.github.com/repos/tholman/github-corners/subscribers,2015-10-28 15:53:36+00:00,14,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel-activitylog,spatie/laravel-activitylog,4814,671,4814,https://api.github.com/repos/spatie/laravel-activitylog/commits{/sha},https://api.github.com/repos/spatie/laravel-activitylog/forks,https://api.github.com/repos/spatie/laravel-activitylog/subscribers,2016-06-23 12:17:12+00:00,16,1921,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhoneNumberKit,marmelroy/PhoneNumberKit,4814,757,4814,https://api.github.com/repos/marmelroy/PhoneNumberKit/commits{/sha},https://api.github.com/repos/marmelroy/PhoneNumberKit/forks,https://api.github.com/repos/marmelroy/PhoneNumberKit/subscribers,2015-09-26 14:37:36+00:00,19,3090,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pixel-art-react,jvalen/pixel-art-react,4813,289,4813,https://api.github.com/repos/jvalen/pixel-art-react/commits{/sha},https://api.github.com/repos/jvalen/pixel-art-react/forks,https://api.github.com/repos/jvalen/pixel-art-react/subscribers,2015-12-09 07:07:53+00:00,13,4425,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-free-chatgpt,LiLittleCat/awesome-free-chatgpt,4813,370,4813,https://api.github.com/repos/LiLittleCat/awesome-free-chatgpt/commits{/sha},https://api.github.com/repos/LiLittleCat/awesome-free-chatgpt/forks,https://api.github.com/repos/LiLittleCat/awesome-free-chatgpt/subscribers,2023-03-09 07:37:37+00:00,8,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wraith,bbc/wraith,4813,360,4813,https://api.github.com/repos/bbc/wraith/commits{/sha},https://api.github.com/repos/bbc/wraith/forks,https://api.github.com/repos/bbc/wraith/subscribers,2013-01-23 15:26:31+00:00,126,9471,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SparkleShare,hbons/SparkleShare,4813,606,4813,https://api.github.com/repos/hbons/SparkleShare/commits{/sha},https://api.github.com/repos/hbons/SparkleShare/forks,https://api.github.com/repos/hbons/SparkleShare/subscribers,2010-10-02 15:53:38+00:00,138,45410,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gore,x-motemen/gore,4813,155,4813,https://api.github.com/repos/x-motemen/gore/commits{/sha},https://api.github.com/repos/x-motemen/gore/forks,https://api.github.com/repos/x-motemen/gore/subscribers,2015-02-11 13:45:04+00:00,7,741,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqlflow,sql-machine-learning/sqlflow,4813,691,4813,https://api.github.com/repos/sql-machine-learning/sqlflow/commits{/sha},https://api.github.com/repos/sql-machine-learning/sqlflow/forks,https://api.github.com/repos/sql-machine-learning/sqlflow/subscribers,2018-10-04 06:00:50+00:00,250,29014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmagic,open-mmlab/mmagic,4812,830,4812,https://api.github.com/repos/open-mmlab/mmagic/commits{/sha},https://api.github.com/repos/open-mmlab/mmagic/forks,https://api.github.com/repos/open-mmlab/mmagic/subscribers,2019-08-23 13:04:29+00:00,50,19947,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dango-Translator,PantsuDango/Dango-Translator,4811,434,4811,https://api.github.com/repos/PantsuDango/Dango-Translator/commits{/sha},https://api.github.com/repos/PantsuDango/Dango-Translator/forks,https://api.github.com/repos/PantsuDango/Dango-Translator/subscribers,2020-02-29 18:54:40+00:00,46,394847,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PyTorch-VAE,AntixK/PyTorch-VAE,4809,886,4809,https://api.github.com/repos/AntixK/PyTorch-VAE/commits{/sha},https://api.github.com/repos/AntixK/PyTorch-VAE/forks,https://api.github.com/repos/AntixK/PyTorch-VAE/subscribers,2020-01-10 12:41:23+00:00,42,47596,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kcat,edenhill/kcat,4809,442,4809,https://api.github.com/repos/edenhill/kcat/commits{/sha},https://api.github.com/repos/edenhill/kcat/forks,https://api.github.com/repos/edenhill/kcat/subscribers,2014-03-30 04:25:31+00:00,137,632,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel-websockets,beyondcode/laravel-websockets,4809,533,4809,https://api.github.com/repos/beyondcode/laravel-websockets/commits{/sha},https://api.github.com/repos/beyondcode/laravel-websockets/forks,https://api.github.com/repos/beyondcode/laravel-websockets/subscribers,2018-11-20 10:55:53+00:00,244,1161,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
create-react-library,transitive-bullshit/create-react-library,4808,323,4808,https://api.github.com/repos/transitive-bullshit/create-react-library/commits{/sha},https://api.github.com/repos/transitive-bullshit/create-react-library/forks,https://api.github.com/repos/transitive-bullshit/create-react-library/subscribers,2018-03-04 20:44:14+00:00,126,4975,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DataSciencePython,ujjwalkarn/DataSciencePython,4808,1480,4808,https://api.github.com/repos/ujjwalkarn/DataSciencePython/commits{/sha},https://api.github.com/repos/ujjwalkarn/DataSciencePython/forks,https://api.github.com/repos/ujjwalkarn/DataSciencePython/subscribers,2015-10-06 15:26:08+00:00,11,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blockchain-demo,anders94/blockchain-demo,4807,2418,4807,https://api.github.com/repos/anders94/blockchain-demo/commits{/sha},https://api.github.com/repos/anders94/blockchain-demo/forks,https://api.github.com/repos/anders94/blockchain-demo/subscribers,2016-11-04 16:54:36+00:00,8,478,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game-developer-roadmap,utilForever/game-developer-roadmap,4806,466,4806,https://api.github.com/repos/utilForever/game-developer-roadmap/commits{/sha},https://api.github.com/repos/utilForever/game-developer-roadmap/forks,https://api.github.com/repos/utilForever/game-developer-roadmap/subscribers,2017-05-02 14:38:04+00:00,3,11039,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ui,shoutem/ui,4806,541,4806,https://api.github.com/repos/shoutem/ui/commits{/sha},https://api.github.com/repos/shoutem/ui/forks,https://api.github.com/repos/shoutem/ui/subscribers,2016-08-08 15:26:08+00:00,116,9345,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
developer-portfolios,emmabostian/developer-portfolios,4806,1118,4806,https://api.github.com/repos/emmabostian/developer-portfolios/commits{/sha},https://api.github.com/repos/emmabostian/developer-portfolios/forks,https://api.github.com/repos/emmabostian/developer-portfolios/subscribers,2019-09-13 14:18:58+00:00,5,1018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
