name,full_name,stars,forks,watchers,commits,forks_url,watchers_url,created_at,open_issues,size,age,language_Astro,language_AutoIt,language_Batchfile,language_Brainfuck,language_C,language_C#,language_C++,language_CSS,language_Clojure,language_CoffeeScript,language_Dart,language_Dockerfile,language_Elixir,language_Erlang,language_Gherkin,language_Go,language_HTML,language_Haml,language_Haxe,language_Java,language_JavaScript,language_Jsonnet,language_Jupyter Notebook,language_Kotlin,language_Less,language_Lua,language_MATLAB,language_Makefile,language_Markdown,language_Objective-C,language_Objective-C++,language_PHP,language_PLpgSQL,language_PowerShell,language_Python,language_R,language_Rich Text Format,language_Ruby,language_Rust,language_SCSS,language_SVG,language_Scala,language_Shell,language_Smarty,language_Starlark,language_Stylus,language_Swift,language_TeX,language_TypeScript,language_Vim Script,language_Vue,language_XSLT
bytebase,bytebase/bytebase,5829,382,5829,https://api.github.com/repos/bytebase/bytebase/commits{/sha},https://api.github.com/repos/bytebase/bytebase/forks,https://api.github.com/repos/bytebase/bytebase/subscribers,2021-01-27 04:33:50+00:00,23,466551,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
android-developer-roadmap,skydoves/android-developer-roadmap,5828,533,5828,https://api.github.com/repos/skydoves/android-developer-roadmap/commits{/sha},https://api.github.com/repos/skydoves/android-developer-roadmap/forks,https://api.github.com/repos/skydoves/android-developer-roadmap/subscribers,2021-12-01 02:24:44+00:00,14,17727,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedrock,roots/bedrock,5826,1147,5826,https://api.github.com/repos/roots/bedrock/commits{/sha},https://api.github.com/repos/roots/bedrock/forks,https://api.github.com/repos/roots/bedrock/subscribers,2013-11-02 21:10:54+00:00,17,853,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hypernova,airbnb/hypernova,5826,247,5826,https://api.github.com/repos/airbnb/hypernova/commits{/sha},https://api.github.com/repos/airbnb/hypernova/forks,https://api.github.com/repos/airbnb/hypernova/subscribers,2016-06-01 00:34:24+00:00,48,310,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lightGallery,sachinchoolur/lightGallery,5825,1261,5825,https://api.github.com/repos/sachinchoolur/lightGallery/commits{/sha},https://api.github.com/repos/sachinchoolur/lightGallery/forks,https://api.github.com/repos/sachinchoolur/lightGallery/subscribers,2014-02-28 17:10:09+00:00,37,108979,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
craft.js,prevwong/craft.js,5824,593,5824,https://api.github.com/repos/prevwong/craft.js/commits{/sha},https://api.github.com/repos/prevwong/craft.js/forks,https://api.github.com/repos/prevwong/craft.js/subscribers,2019-06-04 18:08:50+00:00,162,19079,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
holder,imsky/holder,5824,603,5824,https://api.github.com/repos/imsky/holder/commits{/sha},https://api.github.com/repos/imsky/holder/forks,https://api.github.com/repos/imsky/holder/subscribers,2012-06-12 19:00:26+00:00,29,1556,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avalon,RubyLouvre/avalon,5822,1462,5822,https://api.github.com/repos/RubyLouvre/avalon/commits{/sha},https://api.github.com/repos/RubyLouvre/avalon/forks,https://api.github.com/repos/RubyLouvre/avalon/subscribers,2013-06-09 06:34:28+00:00,227,119904,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChatALL,sunner/ChatALL,5821,686,5821,https://api.github.com/repos/sunner/ChatALL/commits{/sha},https://api.github.com/repos/sunner/ChatALL/forks,https://api.github.com/repos/sunner/ChatALL/subscribers,2023-04-08 10:34:30+00:00,38,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRMLT,PRML/PRMLT,5820,2160,5820,https://api.github.com/repos/PRML/PRMLT/commits{/sha},https://api.github.com/repos/PRML/PRMLT/forks,https://api.github.com/repos/PRML/PRMLT/subscribers,2012-09-10 08:19:18+00:00,0,506,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metallb,metallb/metallb,5820,763,5820,https://api.github.com/repos/metallb/metallb/commits{/sha},https://api.github.com/repos/metallb/metallb/forks,https://api.github.com/repos/metallb/metallb/subscribers,2017-11-08 20:38:50+00:00,107,38740,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,remoteinterview/zero,5820,220,5820,https://api.github.com/repos/remoteinterview/zero/commits{/sha},https://api.github.com/repos/remoteinterview/zero/forks,https://api.github.com/repos/remoteinterview/zero/subscribers,2018-11-21 21:05:14+00:00,90,8277,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isort,PyCQA/isort,5820,530,5820,https://api.github.com/repos/PyCQA/isort/commits{/sha},https://api.github.com/repos/PyCQA/isort/forks,https://api.github.com/repos/PyCQA/isort/subscribers,2013-09-02 22:22:53+00:00,162,24530,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-web-scraping,lorien/awesome-web-scraping,5819,756,5819,https://api.github.com/repos/lorien/awesome-web-scraping/commits{/sha},https://api.github.com/repos/lorien/awesome-web-scraping/forks,https://api.github.com/repos/lorien/awesome-web-scraping/subscribers,2015-08-12 19:55:27+00:00,1,477,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logto,logto-io/logto,5819,223,5819,https://api.github.com/repos/logto-io/logto/commits{/sha},https://api.github.com/repos/logto-io/logto/forks,https://api.github.com/repos/logto-io/logto/subscribers,2021-06-19 03:01:50+00:00,69,29303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VFSForGit,microsoft/VFSForGit,5819,461,5819,https://api.github.com/repos/microsoft/VFSForGit/commits{/sha},https://api.github.com/repos/microsoft/VFSForGit/forks,https://api.github.com/repos/microsoft/VFSForGit/subscribers,2017-01-25 21:10:29+00:00,299,8520,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dragon-book-exercise-answers,fool2fish/dragon-book-exercise-answers,5819,1746,5819,https://api.github.com/repos/fool2fish/dragon-book-exercise-answers/commits{/sha},https://api.github.com/repos/fool2fish/dragon-book-exercise-answers/forks,https://api.github.com/repos/fool2fish/dragon-book-exercise-answers/subscribers,2013-01-07 01:05:24+00:00,139,1593,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reach-ui,reach/reach-ui,5818,563,5818,https://api.github.com/repos/reach/reach-ui/commits{/sha},https://api.github.com/repos/reach/reach-ui/forks,https://api.github.com/repos/reach/reach-ui/subscribers,2018-07-31 05:41:40+00:00,93,30923,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
awesome-talks,JanVanRyswyck/awesome-talks,5818,415,5818,https://api.github.com/repos/JanVanRyswyck/awesome-talks/commits{/sha},https://api.github.com/repos/JanVanRyswyck/awesome-talks/forks,https://api.github.com/repos/JanVanRyswyck/awesome-talks/subscribers,2014-01-17 20:32:22+00:00,30,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
springfox,springfox/springfox,5817,1541,5817,https://api.github.com/repos/springfox/springfox/commits{/sha},https://api.github.com/repos/springfox/springfox/forks,https://api.github.com/repos/springfox/springfox/subscribers,2012-05-06 06:38:57+00:00,293,186279,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redex,facebook/redex,5817,669,5817,https://api.github.com/repos/facebook/redex/commits{/sha},https://api.github.com/repos/facebook/redex/forks,https://api.github.com/repos/facebook/redex/subscribers,2016-03-24 18:26:35+00:00,64,42034,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cleverhans,cleverhans-lab/cleverhans,5817,1392,5817,https://api.github.com/repos/cleverhans-lab/cleverhans/commits{/sha},https://api.github.com/repos/cleverhans-lab/cleverhans/forks,https://api.github.com/repos/cleverhans-lab/cleverhans/subscribers,2016-09-15 00:28:04+00:00,39,9369,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browser-logos,alrra/browser-logos,5817,395,5817,https://api.github.com/repos/alrra/browser-logos/commits{/sha},https://api.github.com/repos/alrra/browser-logos/forks,https://api.github.com/repos/alrra/browser-logos/subscribers,2012-11-07 17:38:37+00:00,4,641196,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPKeyboardAvoiding,michaeltyson/TPKeyboardAvoiding,5816,946,5816,https://api.github.com/repos/michaeltyson/TPKeyboardAvoiding/commits{/sha},https://api.github.com/repos/michaeltyson/TPKeyboardAvoiding/forks,https://api.github.com/repos/michaeltyson/TPKeyboardAvoiding/subscribers,2011-04-14 14:28:29+00:00,101,237,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
objective-c-style-guide,nytimes/objective-c-style-guide,5816,1312,5816,https://api.github.com/repos/nytimes/objective-c-style-guide/commits{/sha},https://api.github.com/repos/nytimes/objective-c-style-guide/forks,https://api.github.com/repos/nytimes/objective-c-style-guide/subscribers,2013-07-31 18:21:46+00:00,0,277,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fasd,clvv/fasd,5815,209,5815,https://api.github.com/repos/clvv/fasd/commits{/sha},https://api.github.com/repos/clvv/fasd/forks,https://api.github.com/repos/clvv/fasd/subscribers,2011-12-08 05:48:07+00:00,114,943,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PathPlanning,zhm-real/PathPlanning,5814,1308,5814,https://api.github.com/repos/zhm-real/PathPlanning/commits{/sha},https://api.github.com/repos/zhm-real/PathPlanning/forks,https://api.github.com/repos/zhm-real/PathPlanning/subscribers,2020-06-16 21:00:44+00:00,19,11193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grype,anchore/grype,5814,401,5814,https://api.github.com/repos/anchore/grype/commits{/sha},https://api.github.com/repos/anchore/grype/forks,https://api.github.com/repos/anchore/grype/subscribers,2020-05-26 13:44:38+00:00,229,3678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-unity,RyanNielson/awesome-unity,5814,657,5814,https://api.github.com/repos/RyanNielson/awesome-unity/commits{/sha},https://api.github.com/repos/RyanNielson/awesome-unity/forks,https://api.github.com/repos/RyanNielson/awesome-unity/subscribers,2014-07-25 01:22:07+00:00,17,155,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surprise,NicolasHug/Surprise,5813,982,5813,https://api.github.com/repos/NicolasHug/Surprise/commits{/sha},https://api.github.com/repos/NicolasHug/Surprise/forks,https://api.github.com/repos/NicolasHug/Surprise/subscribers,2016-10-23 14:59:38+00:00,86,6960,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graphql-java,graphql-java/graphql-java,5812,1066,5812,https://api.github.com/repos/graphql-java/graphql-java/commits{/sha},https://api.github.com/repos/graphql-java/graphql-java/forks,https://api.github.com/repos/graphql-java/graphql-java/subscribers,2015-07-06 06:52:20+00:00,65,13182,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kryo,EsotericSoftware/kryo,5812,809,5812,https://api.github.com/repos/EsotericSoftware/kryo/commits{/sha},https://api.github.com/repos/EsotericSoftware/kryo/forks,https://api.github.com/repos/EsotericSoftware/kryo/subscribers,2013-11-06 13:24:03+00:00,26,15624,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mujoco,deepmind/mujoco,5812,539,5812,https://api.github.com/repos/deepmind/mujoco/commits{/sha},https://api.github.com/repos/deepmind/mujoco/forks,https://api.github.com/repos/deepmind/mujoco/subscribers,2021-08-27 12:25:48+00:00,95,44489,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-class-component,vuejs/vue-class-component,5810,433,5810,https://api.github.com/repos/vuejs/vue-class-component/commits{/sha},https://api.github.com/repos/vuejs/vue-class-component/forks,https://api.github.com/repos/vuejs/vue-class-component/subscribers,2015-06-25 20:10:06+00:00,97,2293,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
instant.page,instantpage/instant.page,5808,200,5808,https://api.github.com/repos/instantpage/instant.page/commits{/sha},https://api.github.com/repos/instantpage/instant.page/forks,https://api.github.com/repos/instantpage/instant.page/subscribers,2019-02-07 16:49:59+00:00,26,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
webpy,webpy/webpy,5808,1328,5808,https://api.github.com/repos/webpy/webpy/commits{/sha},https://api.github.com/repos/webpy/webpy/forks,https://api.github.com/repos/webpy/webpy/subscribers,2008-09-29 03:42:56+00:00,48,1760,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swinject,Swinject/Swinject,5807,473,5807,https://api.github.com/repos/Swinject/Swinject/commits{/sha},https://api.github.com/repos/Swinject/Swinject/forks,https://api.github.com/repos/Swinject/Swinject/subscribers,2015-08-04 06:31:13+00:00,54,1708,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
machine-learning-mindmap,dformoso/machine-learning-mindmap,5805,1005,5805,https://api.github.com/repos/dformoso/machine-learning-mindmap/commits{/sha},https://api.github.com/repos/dformoso/machine-learning-mindmap/forks,https://api.github.com/repos/dformoso/machine-learning-mindmap/subscribers,2017-08-10 04:29:24+00:00,4,15538,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnyBar,tonsky/AnyBar,5804,169,5804,https://api.github.com/repos/tonsky/AnyBar/commits{/sha},https://api.github.com/repos/tonsky/AnyBar/forks,https://api.github.com/repos/tonsky/AnyBar/subscribers,2015-03-02 19:27:52+00:00,17,1075,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asi-http-request,pokeb/asi-http-request,5803,1430,5803,https://api.github.com/repos/pokeb/asi-http-request/commits{/sha},https://api.github.com/repos/pokeb/asi-http-request/forks,https://api.github.com/repos/pokeb/asi-http-request/subscribers,2008-07-14 21:43:50+00:00,171,7160,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awesome-CoreML-Models,likedan/Awesome-CoreML-Models,5802,464,5802,https://api.github.com/repos/likedan/Awesome-CoreML-Models/commits{/sha},https://api.github.com/repos/likedan/Awesome-CoreML-Models/forks,https://api.github.com/repos/likedan/Awesome-CoreML-Models/subscribers,2017-08-22 10:43:47+00:00,6,3082,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taiga-back,taigaio/taiga-back,5802,1106,5802,https://api.github.com/repos/taigaio/taiga-back/commits{/sha},https://api.github.com/repos/taigaio/taiga-back/forks,https://api.github.com/repos/taigaio/taiga-back/subscribers,2013-03-19 15:14:00+00:00,190,22377,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charts.css,ChartsCSS/charts.css,5802,146,5802,https://api.github.com/repos/ChartsCSS/charts.css/commits{/sha},https://api.github.com/repos/ChartsCSS/charts.css/forks,https://api.github.com/repos/ChartsCSS/charts.css/subscribers,2020-09-26 12:27:00+00:00,20,683,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chainer,chainer/chainer,5801,1389,5801,https://api.github.com/repos/chainer/chainer/commits{/sha},https://api.github.com/repos/chainer/chainer/forks,https://api.github.com/repos/chainer/chainer/subscribers,2015-06-05 05:50:37+00:00,12,53733,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rust-by-example,rust-lang/rust-by-example,5801,1177,5801,https://api.github.com/repos/rust-lang/rust-by-example/commits{/sha},https://api.github.com/repos/rust-lang/rust-by-example/forks,https://api.github.com/repos/rust-lang/rust-by-example/subscribers,2014-04-24 22:22:40+00:00,100,5214,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stable-baselines3,DLR-RM/stable-baselines3,5801,1242,5801,https://api.github.com/repos/DLR-RM/stable-baselines3/commits{/sha},https://api.github.com/repos/DLR-RM/stable-baselines3/forks,https://api.github.com/repos/DLR-RM/stable-baselines3/subscribers,2020-05-05 05:52:26+00:00,71,4232,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-java-books,sorenduan/awesome-java-books,5800,1428,5800,https://api.github.com/repos/sorenduan/awesome-java-books/commits{/sha},https://api.github.com/repos/sorenduan/awesome-java-books/forks,https://api.github.com/repos/sorenduan/awesome-java-books/subscribers,2019-04-18 15:23:17+00:00,8,145,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whatsapp-web-reveng,sigalor/whatsapp-web-reveng,5800,796,5800,https://api.github.com/repos/sigalor/whatsapp-web-reveng/commits{/sha},https://api.github.com/repos/sigalor/whatsapp-web-reveng/forks,https://api.github.com/repos/sigalor/whatsapp-web-reveng/subscribers,2018-01-02 12:48:44+00:00,158,1601,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
React95,react95-io/React95,5798,169,5798,https://api.github.com/repos/react95-io/React95/commits{/sha},https://api.github.com/repos/react95-io/React95/forks,https://api.github.com/repos/react95-io/React95/subscribers,2019-02-18 22:55:25+00:00,39,67707,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sqlboiler,volatiletech/sqlboiler,5798,496,5798,https://api.github.com/repos/volatiletech/sqlboiler/commits{/sha},https://api.github.com/repos/volatiletech/sqlboiler/forks,https://api.github.com/repos/volatiletech/sqlboiler/subscribers,2016-02-21 06:18:25+00:00,85,11764,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-fp-js,stoeffel/awesome-fp-js,5797,398,5797,https://api.github.com/repos/stoeffel/awesome-fp-js/commits{/sha},https://api.github.com/repos/stoeffel/awesome-fp-js/forks,https://api.github.com/repos/stoeffel/awesome-fp-js/subscribers,2015-05-15 07:40:29+00:00,0,378,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts-toolbelt,millsp/ts-toolbelt,5796,143,5796,https://api.github.com/repos/millsp/ts-toolbelt/commits{/sha},https://api.github.com/repos/millsp/ts-toolbelt/forks,https://api.github.com/repos/millsp/ts-toolbelt/subscribers,2019-06-08 19:45:04+00:00,67,40039,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
community,community/community,5794,2315,5794,https://api.github.com/repos/community/community/commits{/sha},https://api.github.com/repos/community/community/forks,https://api.github.com/repos/community/community/subscribers,2020-10-06 00:30:24+00:00,0,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luban-h5,ly525/luban-h5,5794,1226,5794,https://api.github.com/repos/ly525/luban-h5/commits{/sha},https://api.github.com/repos/ly525/luban-h5/forks,https://api.github.com/repos/ly525/luban-h5/subscribers,2019-06-07 08:45:37+00:00,106,8393,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flutter-Responsive-Admin-Panel-or-Dashboard,abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard,5793,1638,5793,https://api.github.com/repos/abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard/commits{/sha},https://api.github.com/repos/abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard/forks,https://api.github.com/repos/abuanwar072/Flutter-Responsive-Admin-Panel-or-Dashboard/subscribers,2021-05-03 05:37:39+00:00,28,21620,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fuck-login,xchaoinfo/fuck-login,5791,2057,5791,https://api.github.com/repos/xchaoinfo/fuck-login/commits{/sha},https://api.github.com/repos/xchaoinfo/fuck-login/forks,https://api.github.com/repos/xchaoinfo/fuck-login/subscribers,2016-02-15 08:09:20+00:00,55,316,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
